"","X","AD","AL","AT","BA","BE","BG","BY","CH","CY","CZ","DE","DK","EE","EL","ES","FI","FO","FR","GG","HR","HU","IE","IM","IS","IT","JE","LI","LT","LU","LV","MC","MD","ME","MK","NL","NO","PL","PT","RO","RS","SE","SI","SK","SM","TR","UA","UK","VA"
"351","1987-03",-2.13133412244027,-0.6788767921817,-0.0327430202075008,-0.728324565759456,0.366333405390592,-1.68611226325306,-0.629186137466149,0.129918901916359,1.45318569798784,0.544064658930959,0.561999012970425,-0.465051477290565,0.0636114208722124,-0.754695942764954,-0.423411745711366,0.490954389325274,1.10473047057261,-0.133608429470777,0.586966963863015,-0.496380614710794,-1.35606400663515,0.930462598438833,0.810915531487357,-0.674024493056627,-0.558219362402747,0.638928341238122,-0.427136146260384,0.0842680802324005,0.616049880707174,0.26211579994776,-1.51842011813831,-1.67327973687534,-0.894850003415951,-0.54824445941051,0.00964754599809396,-0.256347932349775,-0.2714327907037,-0.74393829328433,-1.6415741601758,-0.90839833649926,0.238814988227558,-0.0656896170391467,-1.24442339890315,-0.597627337265732,0.146729548719267,-1.00900982496263,0.442184781704234,NA
"352","1987-04",-2.1342921153047,-0.59962123469412,0.0261488130348816,-0.674893479554933,-0.0125106604426647,-0.874543824178799,-0.599718158052142,-0.721732005600183,1.58829463302358,0.721087632742166,0.344405994227255,-0.492574278832165,-0.145223760862829,-0.159633213496289,-0.620985262174238,0.246774397668495,1.41851867829463,-0.65905587688207,0.560185727880414,-0.453133954029232,-0.95058187510507,0.660074862095702,0.540732289644477,-0.5244498945622,-0.850974656228424,0.651638016664892,-0.645801337365817,-0.304153401688561,0.143135111906251,-0.00688342297580166,-1.55898422137239,-1.46706218514277,-0.935339600015759,0.0171632206378077,-0.208623545824527,-0.269082665950301,-0.207925549283227,-0.713153883720866,-1.39127070782641,-0.734808846334825,-0.0987281437527784,-0.0102120271112638,-0.981085780885095,-1.23385880853896,0.539791072746652,-0.793089754259905,0.210717290559481,NA
"353","1987-05",-2.05436673128515,-0.264365545695434,0.484845547573525,0.00119482221781712,0.245557749454476,-0.389036394898219,-0.111069536070204,-0.504680167804826,1.02349002967899,0.737513613779947,0.532587031008496,-0.518112316037924,0.215460103496937,-0.0836010128209802,-0.649804989016646,0.182878531060311,1.13874578602574,-0.630967151232048,0.32074791237824,0.14840809376876,-0.363696886035474,-0.180883018264532,-0.02571133153414,-0.85717994318891,-0.476626915434935,0.419115294191174,-0.288043309871415,0.2239553625364,0.312686501134607,0.489376683031642,-1.36755714739176,-1.04086482081582,-0.317747038957541,0.259715470784016,0.174736067999183,-0.234873544934473,-0.122496267854486,-0.830274497883889,-0.991865967225981,-0.279494564916678,0.0527275959204858,0.304749806707206,-0.42353412378541,-0.484864521015407,-0.00548104579386899,-0.422538156661522,-0.0626188469656998,NA
"354","1987-06",-1.39942561534413,-0.712401336414318,0.727292659208771,-0.397123618032893,0.500209913342598,-0.559516716369168,0.398839803863641,0.0454911370316926,0.959814263102171,1.13396689630375,0.897758219982987,0.0408887101715178,0.950775724348964,-0.215071543934165,-0.50059576544152,1.10341160089436,1.18686219783455,-0.12109867970802,0.23559723637606,-0.358212916473421,-0.408292401034176,0.0629487935992125,0.287307966958012,-1.10449488137144,-0.536477125137559,0.351500369608402,-0.0966956729657557,0.756831921787747,0.91371072506277,1.0038389601923,-1.02349752972001,-1.17198439908934,-0.762929145091646,0.0210014019997937,0.309189129850099,0.0345246845071287,-0.0164837015907903,-0.7130591541851,-1.28691313510714,-0.429372684744477,0.934599031771219,-0.359639361405627,-0.53806074313474,-0.67788113261524,-0.118709559693969,-0.177649902666393,0.327097847621864,NA
"355","1987-07",-0.705486687442711,-0.845167022124661,1.05400589169368,-0.804112054510728,1.23401989313038,-1.00199396049707,0.27404064842846,0.345348972047503,0.89863664102521,1.36603564433047,1.35278313043925,0.196378603709397,0.791711123584515,-0.347689378257456,-0.209182658155632,1.38059728370576,1.30144484792323,0.314998039520336,0.332043149417504,-0.627185227320701,-0.584139456334182,-0.12304605375381,0.506199860779879,-0.993674575160685,-0.639589682585567,0.35433918069628,0.224374337752063,0.656227631072311,1.74896122778986,0.663109746320738,-0.792174418617908,-1.23684307378251,-0.76820650904147,-0.706709115424892,0.854634702285248,-0.0991122608847852,0.0390811625021308,-0.583502553186016,-1.63035624939046,-0.819845817831298,0.954960175217925,-0.124196118296624,-0.668657157927052,-1.46199334026279,0.10494004256339,-0.500990829681378,0.504663720188225,NA
"356","1987-08",-0.518604643235828,-0.719740099203898,0.746834301221612,-0.565235531199488,1.26717228988805,-0.727066392487278,0.203111016852503,0.17109723742638,0.806165784684669,1.03492052429002,1.45091635542777,0.208213976875357,1.1349331235833,-0.217629806227031,-0.181580295915505,1.21501079943217,1.30752287160412,0.243083081981608,-0.123915589953723,-0.558203071735955,-0.567399752732153,-0.683810543777629,0.116599870782395,-1.01992192327296,-0.511968064738267,-0.0339820199555026,-0.0189708551686061,0.459931324445877,2.13920875035551,0.643592432808236,-0.661466197972012,-0.605119111710074,-0.447613618796723,-0.475674719968774,1.06178758679055,-0.120187060617466,-0.0654292105669669,-0.546335356924161,-1.32254272873818,-0.557482507470079,0.949324078149628,-0.324195840462484,-0.973672148244162,-1.17028071019882,0.289001837789905,-0.287975323704368,0.263436148325805,NA
"357","1987-09",-0.813296643564278,-0.689603605979559,0.986766729126328,-0.747244648965765,1.34802650174872,-0.871575815697953,0.124604179306595,0.42041267146194,0.725657078180039,1.30451019467437,1.70769425789583,0.556341440908609,1.29127344499475,-0.312421433608253,-0.492849324395972,1.29398652890374,1.50796081707093,-0.0269691353130275,-0.378875797180305,-0.49844272329746,-0.371875592029575,0.0667334478340735,0.844614987850054,-0.647330255934211,-0.586915849060606,-0.331073187571719,2.69682447713512e-05,0.40664828154331,2.16240931802047,0.61069141926824,-0.962761515065245,-0.573537323640701,-0.617645724882871,-0.591000833429033,1.3464721815983,-0.0583139169180385,0.056032952277663,-0.715672588478943,-1.27671693122454,-0.594393117773139,1.00236100299092,-0.202273610313641,-0.571024098312735,-1.43111676291416,0.110601501730869,-0.0317318209011652,0.592190065523479,NA
"358","1987-10",-0.302671113823141,-0.472471910428973,0.804667476333048,-0.751934311239968,1.30841363966329,-0.867716591533293,0.0316665509756393,0.528639333071742,1.00996643979299,1.12980082226856,1.29892038398399,0.58759321833659,1.10286881542923,-0.251428871222403,-0.20946317764358,0.970970352968677,1.0840674456285,0.405776572539228,0.144836358726024,-0.521957622115347,-0.514052969843163,0.256001025037228,1.55146116743643,-0.587205142197238,-0.0798826938421171,0.0199854224920271,-0.0689984349800007,0.116040347753594,2.2846921467781,0.278100154003265,0.452483646571636,-0.368883007376663,-0.647400283941977,-0.331258718341447,1.12137134197538,-0.0512365990071384,0.0314829023499684,0.0410750224097428,-1.2693566390966,-0.659699383594208,0.946848836628196,0.003448962097419,-0.539985640657857,-0.386246208633696,0.261132204465571,-0.195471525316824,1.06514221100828,NA
"359","1987-11",-0.233590572613075,0.224463362556106,1.15581077627641,-0.30809704218014,1.62051643687502,-0.239925568879654,0.233465085542483,0.810540792749747,0.267103304191325,1.35721470274725,1.65716683572365,0.78660891041607,1.01858841366121,0.395782360678343,-0.0302783870060528,0.494214174022546,0.503222583059849,0.599686062238858,0.0632607062396251,0.210592731410364,-0.0863711145850685,-0.200593123586197,1.02716187858476,-0.947379701738973,0.170840454783159,0.0208270940789601,0.509847284259653,0.167349506625833,2.37921611169227,0.352637694662899,0.695758590124604,-0.0563333971524612,-0.0627803279913745,0.235236805162615,1.2652759849697,-0.214313147765021,0.35147470418923,-0.0982924911434006,-0.820440533670884,-0.186089271394677,0.942585742991325,0.900467251140493,-0.146887840421638,0.0446502779911559,0.344627723966327,0.0645037630288768,0.817131046381808,NA
"360","1987-12",-0.129709482824145,0.48255802989856,1.07120226014135,-0.228087656324053,0.977999616664465,-0.0563068191000198,0.327807859085498,0.426542599973295,0.750093644828513,0.974092065714505,1.19235983348723,0.496674691725636,0.787851387073544,0.611059773983988,0.39004758521073,0.470676416095825,0.409055093171055,0.299221662877008,-0.447176446199866,0.21519669025343,-0.09813141397491,-0.993016051169184,0.0831776764456507,-1.06190211486107,0.325329792719904,-0.523358740976879,0.0993251411202257,0.191988355357017,1.71939436565485,0.268726662342607,1.10193899878882,-0.0302965634545767,0.286216329511091,0.407430620208896,0.769237995544678,-0.0942613428822046,0.278225858432698,0.486687364621944,-0.740768326270182,-0.143902094748156,0.74435741631533,0.765932907069695,-0.23585232642867,0.269846514035437,0.774965917801156,0.0339073300149954,0.18028625662739,NA
"361","1988-01",0.303566961748558,0.0503773996666005,0.734007154962886,-0.50968570795488,1.6751983474762,-0.30060744878518,0.0833749940764242,0.778408263633727,0.927419199573698,0.699231433610978,1.36880302799848,1.78654586428167,0.816609447271473,0.561087811567878,0.312372049139738,0.770751365437194,0.979210550225369,1.0547094937015,0.704199119618064,0.0179443244512273,-0.315837190616478,0.163781334548594,1.20885596126608,-0.924610556860582,0.3837217071774,0.635760718270352,0.213070779254562,0.169021784592544,2.53308083955865,0.242084113616431,1.07548481853385,0.0101605410519738,-0.124330941828382,0.0887430082481412,1.29101627669631,0.129178734362753,0.269576307479047,0.524964301962819,-0.838795170542955,-0.537681828366793,1.20735392222597,0.73950560452255,-0.600662654007926,0.0801132980145906,0.230555473354148,-0.218075280154771,1.08521731738296,NA
"362","1988-02",0.147080829549105,0.204648375180627,0.717329477584242,-0.289514902679048,1.62269836273037,-0.226437748185151,0.126277662866549,0.655072616079249,2.35183488799382,1.00643614640384,1.53701804689323,2.04039396650466,0.669324011541841,0.632328692457599,0.0226783493818455,0.58597776487462,1.07928407857705,1.1619645792847,0.787564158439635,0.0280805542963166,-0.120542250339538,0.322551444182469,1.43225729996631,-1.07038761261591,0.057892578500966,0.737002322548312,0.601642738607593,0.0181521188993409,2.59957514399335,0.104891783657499,0.698767728823468,0.149429158885094,0.261195648428415,0.105092153240968,1.4524058720125,-0.0990186467673825,0.435108180497045,0.293965067585884,-0.731929914548658,-0.323199359150151,1.36773637179044,0.347315244403869,-0.220280564754136,-0.271471852534696,0.378846972363786,-0.140246727238677,1.03894480424547,NA
"363","1988-03",0.179630338637751,-0.0459696452827448,0.875983283084657,0.0714856686522118,1.86433490328877,-0.067969069971028,0.316056670718764,1.37934556261501,2.07321892741361,1.38316071283943,1.81742375948701,2.08375514919604,0.905353012058979,0.331277836289143,-0.0776259338481571,0.688085998486625,0.749201529918643,1.32566483234383,1.14353958242818,0.295005451355162,-0.0603429114344372,0.499700524833971,1.71709731421209,-1.17234951541844,0.193543669342913,1.12839029068337,1.25944446531454,0.38554917321496,2.67934931466812,0.437874226670699,0.858134613001254,0.573688302421241,0.355563742969988,-0.188534508253773,1.62375375159917,-0.049294628415596,0.711869698193469,0.113950740632708,-0.374090397438368,-0.325327531940962,1.37764156792477,0.268171017721421,0.00505822373487094,0.00273918783418219,0.531473154133317,-0.0343246506103324,1.03830614136224,NA
"364","1988-04",0.853453590786248,0.0346937375204238,1.00904839696762,0.0557413135005178,1.91779904816288,-0.375572378574473,0.237509227738607,1.39507349973119,1.85321608033631,1.11451269209424,1.70636426304333,2.08890718703729,1.25118761049913,-0.109882938380485,0.350696373693858,0.913683764569061,0.55431018834119,1.39810601307671,0.813031808998353,0.322313406117897,-0.247226145972933,0.33821974225267,1.88049541413369,-1.30457123806682,0.360480317891424,0.735239852864044,1.30671463290551,0.526197382233565,2.69167549587192,0.763695444436022,0.44767593530784,0.892648301748489,0.748802673237132,-0.540240639684612,1.64853293423065,0.16287661613159,0.603218494906437,0.160043573099738,-0.282411933464398,-0.400119207145443,1.46631625839328,0.505499939084784,-0.125397361726563,0.246331938059259,0.438283952728104,-0.15716816449125,1.00687492965488,NA
"365","1988-05",1.20629329615667,-0.401347497132088,0.311148206698578,-0.600914074271808,1.73937008617136,-0.502044314379448,-0.222971336034284,1.17698910572966,1.71733879115584,0.504116673138351,1.20490596164182,1.63298610167774,0.695960717177961,-0.177723907178675,0.765651244625488,0.835788511790773,0.421992890998278,1.57607711345145,0.927796764481336,-0.181353803191745,-1.00104076316136,0.667384204431895,1.53161894717412,-0.834673749090041,0.385517305842167,0.816669940052177,0.640760413910213,0.0212880058102849,2.62965451112905,0.0931108718361411,0.595200976034753,0.946281117080437,0.0786737134699033,-0.776073480725531,1.26146071102087,0.0118784217548943,0.309540068317726,0.632778018962047,-0.582581808158098,-1.14722069665864,1.1023252888506,0.102836108720367,-0.916110250645864,0.258897674711127,0.775309951024079,-0.193948472778567,0.912020247821516,NA
"366","1988-06",1.5213117566025,-0.318142628252825,0.163538097770341,-0.364553334850232,1.26405699241004,-0.318531849532767,0.177884296022524,0.748305005596783,1.79582791099812,0.597032417662409,0.9843359027331,1.29287399239187,0.0959793280832803,-0.222604065833455,1.27755943580671,0.275073249787062,0.489491363789703,1.37845672069563,0.489910412775843,-0.0864509696558388,-0.908227717171713,0.105521844145945,1.17109064196385,-0.563025665979246,0.442840685029488,0.389976819991169,0.539254299512035,-0.302766274389071,2.58386340390829,-0.182812475194792,0.723863744870164,1.32273169661296,0.176802893992619,-0.723070125679828,0.896153183574906,-0.365438491257209,0.624736469102674,1.00190877798905,-0.0462801567083983,-1.03890886613372,0.289142133197652,0.08416349037877,-0.806837547547538,0.607354246584096,0.995875942133762,0.232429980859297,0.472750430707987,NA
"367","1988-07",1.29193788656316,-0.496546162361864,-0.0556852632179554,-0.826526172093022,1.6151289696603,-0.205969751463434,0.284481690109252,0.657203941052314,1.72402872708908,0.60244647990302,0.881254334406028,1.81342714046787,0.376787130117136,-0.208313811807497,1.19671400018553,0.285208868565718,0.542576551152835,1.31682472561429,0.740180902463153,-0.376052487966359,-0.891672321510638,0.80730841912528,1.64836374251366,-0.659162328389955,0.294954875576419,0.338349537741869,0.431318325207646,-0.00297021862145128,2.54215581361154,0.554774741831995,0.514788010962924,1.49246950345738,-0.286211189462107,-0.569361886737181,1.22280190125615,0.0656903534080558,0.86011599084323,1.14282561653494,0.169309954779768,-1.18920725383155,0.609749527525591,-0.108712752178453,-0.433647590350523,0.319021493364546,1.03792642864547,0.662073590642017,1.03250769076974,NA
"368","1988-08",1.05992699547818,-0.628561261749451,0.132846277781952,-0.772052745761053,1.25704768036379,-0.448780311917056,0.0884623914336817,0.720550052818285,1.82276384649267,0.491195840712205,0.615093100472964,2.04044002722722,-0.0602612604433624,-0.34866191845498,1.1105033212188,0.0813629878647099,0.640595415530846,1.09888735064519,1.03731339071926,-0.396500653127557,-0.508883177338278,1.2394797561423,2.29034032017631,-0.217764892867971,0.177537321201715,0.833585403467479,0.610621337043612,0.0701336594920181,2.38891838138982,0.395589445528989,0.261130165504782,0.879289763363904,-0.574833703699953,-0.831945272143445,1.19722725216461,0.0326986883585832,0.686160601959216,1.04130801170138,-0.13051242361703,-1.42575700426883,0.494931611497536,0.0283072476248367,-0.0388682150579855,0.392704908000795,0.983760613127348,0.407136615051602,0.976920134189315,NA
"369","1988-09",1.15868008817945,-0.480819896600523,0.472647935925755,-0.368042983734765,1.66536419115831,-0.24673174446923,0.0893752612656537,0.541863707970699,1.89406837289117,0.576744868066052,0.437222192443057,2.00652775879024,-0.268740262788142,-0.313958711043125,0.928768432659149,0.0723034571010104,0.901608533770476,1.25770452529563,1.46473841380356,-0.233420400194039,-0.0421470008600402,1.021580850066,1.913809323437,-0.381307693450716,0.280734360282445,1.23652687556761,0.718406943450297,-0.376045483433571,2.34648037430039,0.104578830288586,0.190001464988056,1.70736426900171,-0.200342094195315,-0.862477683119185,1.33016841869566,0.27020959770543,0.586897085525208,0.785396619893525,0.356112028102552,-1.12846828827797,0.510299819831108,0.434127554147597,0.198715298313693,0.46343316485111,1.09486243136007,0.612900955410562,1.07431140626344,NA
"370","1988-10",0.729200242788421,-0.639903704151291,0.502397978969723,-0.307124045615907,1.4337168507774,-0.35105071773469,0.0873960704107202,0.902262518921474,1.70678917982324,0.432367196089781,0.504155638701195,1.79586076962969,-0.0487117043445838,-0.59346529982959,0.490213869712619,0.363263758937219,0.849722099817799,0.927016651327708,0.809027468799647,-0.145071108573671,-0.0441273724611766,1.03834408585769,1.45798330350494,-0.506023456056933,-0.0342612259807707,0.690449178666997,0.973411592549846,-0.291685635095697,1.76639641559572,0.206662832819459,-0.816451368923475,1.17847735380406,-0.339612152711269,-1.08559811350294,1.15507986337746,0.348920535543527,0.367706897576643,0.375994195752781,0.18189405369861,-1.04721266701281,0.614975454551284,0.312200496469537,-0.0457981199623609,0.513738515345674,1.29468525516831,0.671342961668892,0.642743923866388,NA
"371","1988-11",0.668983197062834,-0.865538773018598,0.17368782709108,-0.598352781375552,0.67793960232215,-0.157484375541219,0.15763944804932,0.660881429113033,2.05097074936302,0.394106535384436,0.262258807807729,1.52899232061002,-0.0580543488088903,-0.484058100632921,0.405661132471522,0.411259388135949,1.18521483682309,0.581098810057002,0.2707636108748,-0.858624467012563,-0.418430205773675,0.784149345803494,1.14610103171903,-0.48263647597019,-0.461769614313714,0.159587327502948,0.66421669004555,-0.34032354797627,1.14255923497767,0.114848256034096,-1.21239115869193,0.751602449485615,-0.529127624579473,-1.08620102391946,0.672799457231966,0.622736235487288,0.247186818763687,0.531550627357022,-0.00233116158673233,-1.23553405356689,0.365370448425701,-0.859290256580646,-0.33158545993005,-0.123344217924247,1.46783271616196,0.599985449977367,0.462560289517583,NA
"372","1988-12",0.548561803859315,-1.11920893566238,0.388147604365202,-0.783879874966677,1.33298774911447,-0.320938240685904,0.114074361591905,1.09077203263214,1.94986390643409,0.589574322351207,0.688845271076442,1.64878677953481,0.227658355980159,-0.319001724367402,-0.136735000699951,0.600132083579247,1.30291330022621,0.669020300197857,0.307835642612518,-0.900878741387086,-0.305721052721477,0.636333491640837,1.67673982962431,-0.409744395823443,-0.445759565996511,0.224797236572083,1.56147190906052,-0.343390113764568,1.99959843361647,0.326455303794517,-1.5661157786398,0.934417212825643,-0.816892973674442,-1.11969341287799,0.976271918798733,0.630549587753373,0.269061630493715,-0.186137158208201,0.0287194671888926,-1.34598180062511,0.414966006536463,-0.840471913207435,-0.287328895213043,-0.23560655585147,1.10293813670284,0.735912873593098,0.406289311144993,NA
"373","1989-01",-0.168294119678046,-1.56335901200494,0.168567492302096,-1.23754353528227,0.441241424097931,-0.530052561117903,0.108903438750967,0.634642111142513,2.43285593528449,0.365520747258004,0.235114240512846,0.569531038442701,0.161158701455513,-0.791507502832196,-0.762467301265492,0.688289038402772,1.56659515438394,-0.107549815275575,-0.634759812650824,-1.43932220457568,-0.582413616317641,-0.0812524708851055,0.375607514192188,0.297364466272768,-0.865087201134479,-0.54639525184954,1.36242549939263,-0.400975073926243,0.666343090229464,0.25425777593285,-1.99876372437728,0.435180854940735,-1.21278496471078,-1.35515993627827,0.26520193555366,1.20104127135666,0.108239511232216,-0.932165354249764,-0.293226173400613,-1.59737505513785,0.268760257683361,-1.42980072730342,-0.507089397870586,-0.549635293004208,1.03427469340373,0.618253426366576,-0.201261232810334,NA
"374","1989-02",0.116047270155341,-2.0020708880999,-0.152755056923035,-1.53897558283157,0.296909601812538,-0.790392426706902,0.0861198780326653,0.735441807925186,1.59725859588934,-0.0429852696812475,-0.015310082565478,0.322855235943636,0.212785419376406,-1.27429088397616,-0.539755034181652,0.762324844899917,2.02063805881413,-0.18518561018023,-0.543656392092991,-1.76396249026002,-0.757882474590125,0.0924069724106975,0.643911156439243,0.931316845346572,-0.884773897232226,-0.471344994199007,1.10856677490966,-0.416970444521537,0.445502078344051,0.275520427208985,-1.67959008808423,0.268042824265908,-1.64715934987615,-1.66343794712246,0.153021815194773,1.53385654212108,-0.177124793547372,-0.813691057805157,-0.43385273070351,-1.81300961341852,0.156970298617462,-1.54988890283167,-0.821358527872216,-0.734324773115323,0.520200867234929,0.549256577233114,0.0644658268470255,NA
"375","1989-03",0.00589191212988742,-2.19344468010582,-0.695131482559681,-1.84002707166469,-0.196063408678813,-1.14974809439068,-0.225000449067041,-0.246231530448468,0.681520890050316,-0.55128308964775,-0.631286976448439,0.252241753065481,0.110510740403248,-1.57331350938169,-0.365826831592798,0.999716324489899,2.03435434155795,-0.610395437943813,-0.830314438594015,-1.91187215005732,-0.984296981856592,0.116875464491802,0.272530167307305,1.3632135677202,-1.22938675421207,-0.858155551709627,0.178225929015561,-0.586653912468806,-0.0116225641605103,0.202230011534322,-2.06661696810471,-0.268319796168457,-1.87626370586025,-2.31129956759587,-0.131684187002671,1.54407953703993,-0.531357055087133,-0.634453006887598,-1.00627579787272,-2.12938601490937,0.16482594985975,-1.54083464438228,-1.07672882287689,-0.787314320865432,-0.192833302457466,0.189904014697336,-0.0517329637508456,NA
"376","1989-04",-0.386582376145032,-2.16635783375034,-0.310808109979848,-1.89915598658977,0.353187274155917,-1.2941054650424,-0.133297835340898,0.307859037849206,0.335942939011108,-0.126845490599744,-0.182327313184574,0.264719367563288,-0.151967517962951,-1.60773183582308,-0.475973763747477,0.800414547131551,1.7836972349853,-0.113152646463975,-0.516146128451017,-2.02778644752005,-0.772118955449578,0.557768097910348,0.603789079449894,1.54557875075482,-0.976266579235755,-0.481891375175096,0.453721559977621,-0.362446037428989,0.771792756447218,0.129302487933306,-1.00309750953115,-0.625879991720669,-1.8896018816898,-2.11562768509921,0.280323624238185,1.33897164613551,-0.378908278666825,-0.527505473547007,-1.14402663109503,-1.96185532779804,0.356423622994576,-1.60247726381009,-0.76526709794953,-0.642596410797503,-0.858000718265177,0.192005832728951,0.107264428540293,NA
"377","1989-05",-1.50903726532346,-2.2884220784906,-0.0529136988435633,-1.79225418195946,-0.0802779746913335,-1.32043006421499,-0.159694033946859,-0.337104592641608,0.124596838797337,-0.110923795312727,-0.332585871949724,0.315509556387678,-0.0727289436590551,-1.59324675489033,-0.692692286575534,0.846078835025355,2.35823833536939,-0.776613658446225,-0.872232266834801,-1.93794605675741,-0.486845957429196,0.187099519320061,0.520327750021818,1.64112669767047,-1.43288020945706,-0.823502830096654,0.191789580242974,-0.292293468448392,0.19051491823375,0.0899246056240552,-1.40004420280457,-0.892131260869386,-2.19267147317708,-2.13757021689058,0.111167745431885,1.55220135453199,-0.488610637057074,-0.736071085657038,-1.19365745682798,-2.04533220938034,0.545694393987675,-1.43891938148112,-0.558559203703404,-1.17680311203003,-1.1250830019982,0.0718250538536716,-0.0648064687806738,NA
"378","1989-06",-1.924742974016,-1.97771697414835,0.107577529559786,-1.4990311512912,-0.0225349455459637,-0.854798863837935,-0.471430801953286,-0.603039675073163,0.0755363862561102,-0.20459933013513,-0.619603376399585,0.11755661689959,0.241099038200953,-1.28322057174901,-1.3613634707967,1.06635883785963,2.36487615694649,-1.07975142782456,-0.965492265565054,-1.41091514154371,0.406961272589894,0.400065185532528,0.628185798666398,1.55677347564508,-1.39318860637389,-0.921133135270355,0.197933925497801,-0.179187589480096,0.293513113405627,0.230774609120211,-1.71227800532391,-0.718511126031323,-1.89561823252991,-1.42157227931449,0.139427295912518,1.76686263798493,-0.754040787367687,-1.31829451489676,-0.928065578888932,-1.4331958544241,0.605236013380631,-1.20105349242562,0.258257858441542,-1.03709780766552,-1.46929994100159,-0.143550195762683,-0.00660737966664672,NA
"379","1989-07",-2.3235807178612,-1.51641977769462,0.426598510254501,-1.21958745635637,-0.709813559234633,-0.727007908192159,-0.485673110966682,-0.548730663747268,0.112285792613995,-0.508510336962311,-0.944267563747855,-0.705831033188176,0.0306604530580254,-0.995042445723996,-1.56459808554047,0.985134275083413,2.31705621814284,-1.36785615971566,-1.41557462233349,-0.91015987349912,0.598459238074543,-0.73654528091539,-0.263899801403526,1.57134858568556,-1.00782561409783,-1.27428068702383,0.567946267755408,-0.671619706823161,-0.0916891028025095,-0.601854393525527,-1.16225607233836,-1.00931325156044,-1.56973036545129,-0.578637474118512,-0.716132984544292,1.39113059249892,-1.23319014097907,-1.65679635924519,-1.03217341385279,-1.08008510467725,0.115719110344634,-0.590653218778155,0.248841373253041,-0.00659649286951342,-1.66952801449433,-0.532839913413478,-0.744320635716017,NA
"380","1989-08",-1.75979315027557,-1.18257944398171,0.415681528132949,-0.399489486292732,-0.776070767050052,-0.548772790967752,-0.180510647560147,-0.674907442793254,0.206918971599045,-0.543557789928314,-0.87779211623998,-0.929743873555415,0.142075594358133,-0.939197782686367,-1.41027218320838,0.624061898913353,2.45292726846623,-1.32152086758876,-1.76345293279877,-0.210109096688924,0.747538186859834,-0.88478492227781,-0.406504045944195,1.57884375577552,-0.849289558206431,-1.72268677474861,0.617787111858679,-0.806755877999665,-0.0770125331967731,-0.47385930371097,-1.03967484316432,-0.646517538687037,-0.895552505929446,-0.266328852447048,-0.939487620071938,1.39888958790641,-1.49516928276589,-1.60880193952213,-0.583288656179647,-0.367486890911933,-0.0725602531330134,-0.100443702200833,0.241498086787791,0.385227457039002,-1.74609720662839,-0.495940413310285,-0.816166060456059,NA
"381","1989-09",-1.42833446243353,-1.12216848369196,0.505536458720834,-0.452107403476512,-1.005002208148,-0.625987210461491,-0.403756820565749,-0.819865881416693,0.213942583209271,-0.817626524609042,-1.00134141850167,-1.37401290891784,-0.502131538812737,-0.843042252983774,-1.09948114745875,0.255921262141086,2.10118634380095,-1.48043189586522,-1.94946756846922,-0.186103387783274,0.462307906027326,-1.14035974125755,-0.72072844736359,1.69744582527273,-0.472246741374825,-1.97790028995141,0.79627413095388,-1.0815743665603,-0.311973937924643,-0.890005316766519,-0.8477726753493,-0.255464702922683,-0.920739573128575,-0.111167246375576,-1.17055093848111,1.24342889096695,-1.84016832063062,-1.588813687977,-0.545038320333428,-0.367441514898579,-0.396171885056444,-0.160267833892251,-0.184494813476963,1.12227421506007,-1.71633709845954,-0.404978262354989,-1.0452662674905,NA
"382","1989-10",-1.61597309007979,-0.81171808724855,0.42150810161246,-0.397523633662026,-1.05356371220345,-0.498375432985495,0.242556988530949,-1.22810275437069,0.324540606733035,-0.649082578825711,-0.938629573871703,-1.3163722871961,-0.263659371113309,-0.612452606168551,-1.40091367673597,0.154080219935926,2.34743675173773,-1.96496627635423,-2.36440669862847,-0.434141163229386,0.501530735756534,-0.972086232313641,-0.795393868496544,1.5610514098031,-0.624477672420012,-2.33521201736049,0.838443774926036,-0.258576393063366,-0.498595355284841,-0.307326183165749,-1.5558704169173,-0.2220809830255,-0.525898199562597,0.0343010948155409,-1.14842619467457,1.12736488999515,-1.35985811063501,-1.72262072239025,-0.445839732302212,-0.201040333437105,-0.456637956084421,-0.667152326960004,0.0675153139811229,0.127682248816678,-1.78491945519349,-0.173802568975566,-1.20019003180412,NA
"383","1989-11",-1.20385264223979,-0.876153125286407,0.336621360410901,-0.287099114599922,-1.08353052720216,-0.921394863876106,0.0627061679637665,-1.20678157116286,0.346069349986724,-0.703033664690376,-0.861486775989805,-1.41393702534719,-0.272113870018961,-1.21132542203129,-0.708879370251646,0.330468557766709,2.18327364584102,-1.82229846383754,-2.10135801035659,-0.370919247132283,0.535374548429101,-0.906499964660768,-0.940214960671706,1.51820661216273,-0.571533859738065,-2.10185541425432,0.630180028596318,-0.302974347548628,-0.44111518577167,-0.251767646826035,-1.36474880688173,-0.369352577497243,-0.376488342420599,-0.297273867519347,-1.1505310438791,0.847725017508413,-1.36335799970579,-0.833278949487886,-0.485592808833805,-0.102751256682043,-0.325343208750363,-0.287595088262924,0.00653901629705269,0.0704774548460664,-1.74448096609017,-0.22835039534567,-1.20972687803475,NA
